id,price,total_sqft,site_location,size,availability
1356,38.33,373,Bopodi,1,0
1444,39,450,Bopodi,1,0
1628,40,1258,Bopodi,2,0
1688,40.05,1525,Bopodi,3,0
1705,40.39,1600,Bopodi,4,0
1740,40.58,1182,Bopodi,2,0
2158,43.9,1051,Bopodi,2,0
2219,44,1350,Bopodi,3,1
2251,44.4,756,Bopodi,1,1
2319,45,700,Bopodi,1,1
2377,45,1097,Bopodi,2,0
2450,45,742,Bopodi,2,1
2528,45.15,1450,Bopodi,2,0
2596,46,515,Bopodi,1,0
2696,46,1660,Bopodi,4,0
2743,46.55,500,Bopodi,1,0
2826,47,425,Bopodi,1,0
2857,47.25,1000,Bopodi,2,0
2866,47.39,925,Bopodi,2,1
3098,49,355,Bopodi,1,0
3487,51,675,Bopodi,1,0
3537,51.5,655,Bopodi,1,0
3539,51.51,900,Bopodi,2,1
3549,51.83,750,Bopodi,2,1
3722,52.66,530,Bopodi,1,1
3756,53,625,Bopodi,1,0
3760,53,1075,Bopodi,2,0
3863,53.96,570,Bopodi,1,0
4031,55,770,Bopodi,2,0
4085,55,1307,Bopodi,2,1
4255,55.33,835,Bopodi,2,1
4376,56,675,Bopodi,1,0
4380,56,670,Bopodi,1,1
4578,58,505,Bopodi,2,1
4656,58,550,Bopodi,1,0
4684,58,585,Bopodi,1,0
4731,58.56,1600,Bopodi,3,0
4902,60,1045,Bopodi,2,0
4913,60,1800,Bopodi,3,0
4998,60,500,Bopodi,1,1
5093,60,650,Bopodi,1,0
5099,60,580,Bopodi,1,0
5346,63,1060,Bopodi,2,1
5456,64.08,465,Bopodi,1,1
5469,64.4,1500,Bopodi,3,0
5724,65,595,Bopodi,1,1
5729,65,525,Bopodi,1,1
5971,67,1080,Bopodi,2,0
5975,67.23,810,Bopodi,2,0
6080,68,1150,Bopodi,3,0
6130,68.5,1800,Bopodi,3,0
6297,70,1100,Bopodi,2,0
10,10.5,980,Budhwar Peth,2,0
98,17,1240,Budhwar Peth,2,0
188,22,1717,Budhwar Peth,3,1
231,23.5,1200,Budhwar Peth,2,0
647,31.9,560,Budhwar Peth,2,0
682,32,900,Budhwar Peth,2,0
686,32,590,Budhwar Peth,1,1
758,33,653,Budhwar Peth,1,0
802,33.43,1700,Budhwar Peth,3,0
976,35,560,Budhwar Peth,1,0
1023,35,935,Budhwar Peth,2,0
1031,35.07,600,Budhwar Peth,1,1
1091,36,1012,Budhwar Peth,2,1
1276,38,1073,Budhwar Peth,2,1
1295,38,610,Budhwar Peth,1,0
1440,39,1627,Budhwar Peth,3,1
1554,40,750,Budhwar Peth,1,0
1673,40,1203,Budhwar Peth,4,0
1932,42,950,Budhwar Peth,2,0
1939,42,465,Budhwar Peth,1,0
1940,42,610,Budhwar Peth,2,0
1945,42,485,Budhwar Peth,1,0
1981,42.18,2394,Budhwar Peth,3,0
2104,43.1,640,Budhwar Peth,1,1
2280,44.95,1700,Budhwar Peth,3,0
2336,45,1050,Budhwar Peth,2,0
2402,45,585,Budhwar Peth,1,0
2463,45,1150,Budhwar Peth,3,0
2614,46,2040,Budhwar Peth,4,0
2723,46.39,910,Budhwar Peth,2,0
2738,46.5,820,Budhwar Peth,2,0
2815,47,1700,Budhwar Peth,4,0
2829,47,1552,Budhwar Peth,4,1
2851,47.24,650,Budhwar Peth,1,0
2870,47.5,1260,Budhwar Peth,2,1
2966,48,950,Budhwar Peth,2,0
2974,48,1234,Budhwar Peth,3,1
3065,48.86,1530,Budhwar Peth,3,1
3152,49.5,800,Budhwar Peth,2,0
3236,50,886,Budhwar Peth,2,1
3250,50,1200,Budhwar Peth,2,0
3258,50,650,Budhwar Peth,1,0
3276,50,1003,Budhwar Peth,2,1
3319,50,640,Budhwar Peth,1,1
3349,50,1250,Budhwar Peth,3,0
3362,50,1050,Budhwar Peth,2,0
3453,50.66,711,Budhwar Peth,1,0
3789,53,730,Budhwar Peth,1,0
3904,54,506,Budhwar Peth,2,1
3907,54,384,Budhwar Peth,1,1
4008,55,650,Budhwar Peth,1,0
4036,55,1400,Budhwar Peth,3,0
4080,55,735,Budhwar Peth,1,0
4083,55,1130,Budhwar Peth,2,0
4172,55,1627,Budhwar Peth,3,1
4278,55.68,1050,Budhwar Peth,1,0
4355,56,980,Budhwar Peth,2,0
4444,56.58,630,Budhwar Peth,1,1
4610,58,472,Budhwar Peth,1,0
4626,58,783,Budhwar Peth,3,1
4738,58.86,615,Budhwar Peth,2,1
4936,60,545,Budhwar Peth,1,1
5231,62,576,Budhwar Peth,1,0
5436,64,565,Budhwar Peth,1,0
5488,64.8,1660,Budhwar Peth,3,1
5607,65,1050,Budhwar Peth,2,0
5716,65,590,Budhwar Peth,1,0
5900,66.65,2500,Budhwar Peth,4,1
5948,67,900,Budhwar Peth,2,0
5960,67,1000,Budhwar Peth,2,0
6045,68,325,Budhwar Peth,1,0
6101,68,670,Budhwar Peth,1,0
6317,70,1050,Budhwar Peth,2,1
182,21,1150,Bund Garden Road,2,0
356,26,900,Bund Garden Road,1,0
374,27,1005,Bund Garden Road,2,0
494,29.38,690,Bund Garden Road,1,1
509,29.5,570,Bund Garden Road,1,1
557,30,1350,Bund Garden Road,2,0
564,30,1065,Bund Garden Road,2,0
626,31.37,1100,Bund Garden Road,2,0
835,33.99,1090,Bund Garden Road,2,0
941,35,655,Bund Garden Road,2,0
945,35,1335,Bund Garden Road,2,0
1046,35.25,2500,Bund Garden Road,3,1
1057,35.5,800,Bund Garden Road,2,0
1251,37.8,1050,Bund Garden Road,2,0
1292,38,900,Bund Garden Road,2,0
1324,38,913,Bund Garden Road,2,1
1409,39,930,Bund Garden Road,2,0
1571,40,650,Bund Garden Road,1,0
1610,40,1550,Bund Garden Road,3,1
1619,40,2110,Bund Garden Road,3,0
1735,40.54,526,Bund Garden Road,1,0
1804,41,2600,Bund Garden Road,3,0
1834,41.43,2000,Bund Garden Road,4,0
1993,42.48,1120,Bund Garden Road,2,0
2109,43.2,1040,Bund Garden Road,2,1
2133,43.57,1220,Bund Garden Road,3,0
2356,45,635,Bund Garden Road,1,0
2425,45,1050,Bund Garden Road,2,0
2686,46,2310,Bund Garden Road,3,0
2744,46.55,860,Bund Garden Road,2,1
2821,47,880,Bund Garden Road,2,1
3038,48.5,2005,Bund Garden Road,4,1
3054,48.7,1859,Bund Garden Road,4,1
3081,49,1100,Bund Garden Road,2,1
3149,49.43,1200,Bund Garden Road,2,1
3307,50,1125,Bund Garden Road,2,0
3330,50,1250,Bund Garden Road,1,0
3372,50,3100,Bund Garden Road,4,0
3410,50,610,Bund Garden Road,1,0
3552,51.89,992,Bund Garden Road,2,1
3588,52,975,Bund Garden Road,2,0
3705,52.48,695,Bund Garden Road,1,0
3715,52.5,384,Bund Garden Road,1,1
3769,53,1400,Bund Garden Road,3,1
3773,53,1787,Bund Garden Road,3,0
3861,53.87,560,Bund Garden Road,1,0
3942,54.48,500,Bund Garden Road,1,1
4145,55,1389,Bund Garden Road,3,1
4333,56,635,Bund Garden Road,1,0
4497,57,1050,Bund Garden Road,2,0
4681,58,560,Bund Garden Road,1,0
4713,58.14,728,Bund Garden Road,2,1
4716,58.23,890,Bund Garden Road,2,1
4863,60,390,Bund Garden Road,1,1
4965,60,615,Bund Garden Road,1,1
4993,60,645,Bund Garden Road,1,1
5302,62,580,Bund Garden Road,1,0
5416,64,570,Bund Garden Road,1,0
5418,64,1250,Bund Garden Road,2,1
5450,64,1350,Bund Garden Road,3,0
5651,65,727,Bund Garden Road,2,1
5744,65,580,Bund Garden Road,1,0
5903,66.78,1075,Bund Garden Road,2,0
5918,67,525,Bund Garden Road,1,0
5970,67,1431,Bund Garden Road,3,0
5973,67.12,688,Bund Garden Road,1,0
6081,68,1150,Bund Garden Road,3,0
322,25.53,2800,Camp,4,0
422,28,450,Camp,1,0
507,29.5,778,Camp,2,1
679,32,950,Camp,2,0
748,32.92,1200,Camp,3,0
762,33,2014,Camp,3,0
788,33,900,Camp,2,0
884,34.5,1500,Camp,3,0
913,35,1580,Camp,3,0
919,35,3300,Camp,4,1
999,35,1650,Camp,3,0
1121,36,540,Camp,1,0
1286,38,900,Camp,2,0
1296,38,2695,Camp,4,1
1326,38,562,Camp,1,1
1420,39,640,Camp,1,1
1465,39.14,1300,Camp,4,0
1499,39.73,940,Camp,2,0
1504,39.8,500,Camp,1,0
1548,40,700,Camp,1,1
2203,44,575,Camp,1,1
2250,44.3,756,Camp,1,1
2313,45,450,Camp,1,1
2323,45,1000,Camp,2,0
2387,45,1000,Camp,2,0
2413,45,697,Camp,1,1
2429,45,2020,Camp,3,0
2662,46,360,Camp,1,0
2694,46,630,Camp,1,0
2750,46.75,650,Camp,1,0
2754,46.79,1044,Camp,3,0
2789,47,935,Camp,2,1
2800,47,900,Camp,2,0
2871,47.5,1240,Camp,2,0
3110,49,350,Camp,1,0
3229,50,890,Camp,3,1
3253,50,961,Camp,2,0
3269,50,650,Camp,1,0
3469,50.79,1100,Camp,2,0
3749,53,680,Camp,1,0
3792,53,700,Camp,1,0
3805,53,610,Camp,1,1
3841,53.56,2950,Camp,4,1
3882,54,960,Camp,2,0
3968,54.92,550,Camp,1,0
4026,55,1421,Camp,3,1
4207,55,1131,Camp,3,1
4298,56,385,Camp,1,1
4313,56,860,Camp,1,0
4316,56,585,Camp,1,1
4319,56,365,Camp,1,0
4441,56.53,910,Camp,2,1
4590,58,324,Camp,1,0
4824,59.5,910,Camp,2,1
4927,60,412,Camp,1,1
5058,60,642,Camp,2,1
5105,60,1299,Camp,2,1
5297,62,1650,Camp,3,1
5353,63,1125,Camp,2,0
5494,65,1252,Camp,2,0
6014,68,810,Camp,2,0
177,21,1760,Chandan Nagar,3,0
348,26,1360,Chandan Nagar,2,0
376,27,660,Chandan Nagar,1,0
535,30,1431,Chandan Nagar,2,1
560,30,725,Chandan Nagar,1,0
658,32,969,Chandan Nagar,2,1
978,35,768,Chandan Nagar,2,0
986,35,757,Chandan Nagar,1,1
1118,36,650,Chandan Nagar,1,0
1145,36.4,1245,Chandan Nagar,2,1
1152,36.5,597,Chandan Nagar,1,0
1274,38,1850,Chandan Nagar,3,1
1334,38,600,Chandan Nagar,1,0
1443,39,555,Chandan Nagar,1,1
1581,40,3321,Chandan Nagar,4,1
1611,40,650,Chandan Nagar,1,0
1733,40.54,1365,Chandan Nagar,2,0
1811,41,1400,Chandan Nagar,3,0
1830,41.36,675,Chandan Nagar,1,1
1883,42,2415,Chandan Nagar,4,0
1952,42,686,Chandan Nagar,2,0
1984,42.25,1125,Chandan Nagar,2,0
2048,43,735,Chandan Nagar,1,0
2105,43.1,575,Chandan Nagar,1,1
2223,44,2400,Chandan Nagar,3,1
2226,44,1100,Chandan Nagar,2,1
2358,45,864,Chandan Nagar,2,0
2436,45,660,Chandan Nagar,1,1
2482,45,883,Chandan Nagar,2,1
2553,45.68,1180,Chandan Nagar,2,0
2595,46,850,Chandan Nagar,2,0
2607,46,340,Chandan Nagar,1,0
2636,46,1660,Chandan Nagar,3,0
2733,46.5,890,Chandan Nagar,2,0
2767,47,518,Chandan Nagar,2,1
2772,47,532,Chandan Nagar,2,1
3076,49,674,Chandan Nagar,1,1
3147,49.36,750,Chandan Nagar,2,0
3240,50,928,Chandan Nagar,2,1
3305,50,400,Chandan Nagar,1,0
3435,50.17,650,Chandan Nagar,1,0
3518,51.1,900,Chandan Nagar,2,1
3604,52,650,Chandan Nagar,1,0
3672,52,1000,Chandan Nagar,2,0
3729,52.76,590,Chandan Nagar,1,1
3750,53,950,Chandan Nagar,2,0
3779,53,1560,Chandan Nagar,3,0
3891,54,880,Chandan Nagar,2,0
4100,55,1726,Chandan Nagar,3,1
4155,55,398,Chandan Nagar,1,1
4162,55,901,Chandan Nagar,4,1
4489,57,1000,Chandan Nagar,2,0
4636,58,557,Chandan Nagar,2,1
4701,58,926,Chandan Nagar,2,1
4757,59,550,Chandan Nagar,1,1
4854,60,1390,Chandan Nagar,3,0
4954,60,760,Chandan Nagar,1,1
5016,60,693,Chandan Nagar,2,1
5083,60,1135,Chandan Nagar,2,0
5233,62,900,Chandan Nagar,2,0
5359,63,1350,Chandan Nagar,2,0
5403,63.43,600,Chandan Nagar,1,0
5523,65,1309,Chandan Nagar,2,0
5671,65,1250,Chandan Nagar,3,0
5891,66.39,1100,Chandan Nagar,2,0
6207,69,797,Chandan Nagar,1,1
6210,69,1600,Chandan Nagar,3,0
731,32.64,650,Dapodi,1,0
768,33,686,Dapodi,1,0
770,33,1220,Dapodi,3,0
830,33.84,1125,Dapodi,2,0
918,35,1500,Dapodi,3,1
927,35,657,Dapodi,1,0
1129,36,450,Dapodi,1,0
1249,37.8,1150,Dapodi,2,0
1266,37.97,1070,Dapodi,2,0
1366,38.45,450,Dapodi,1,0
1433,39,895,Dapodi,2,1
1489,39.5,508,Dapodi,1,0
1638,40,1655,Dapodi,3,0
1685,40,384,Dapodi,1,0
1817,41,1000,Dapodi,2,0
1967,42,520,Dapodi,1,1
2004,42.5,650,Dapodi,1,0
2125,43.5,650,Dapodi,1,1
2174,44,900,Dapodi,2,0
2247,44.17,693,Dapodi,1,1
2376,45,600,Dapodi,1,0
2523,45.03,450,Dapodi,1,0
2562,45.84,640,Dapodi,1,0
2641,46,783,Dapodi,2,0
2867,47.39,505,Dapodi,1,1
2971,48,1174,Dapodi,3,1
3031,48.45,620,Dapodi,1,0
3056,48.72,930,Dapodi,2,0
3092,49,1300,Dapodi,2,1
3140,49.27,608,Dapodi,2,1
3243,50,729,Dapodi,1,1
3554,51.91,1450,Dapodi,3,0
3573,52,1200,Dapodi,2,0
3681,52.08,550,Dapodi,1,1
3736,52.81,985,Dapodi,2,0
4053,55,944,Dapodi,3,1
4070,55,671,Dapodi,1,1
4077,55,675,Dapodi,1,0
4118,55,695,Dapodi,1,0
4158,55,773,Dapodi,3,1
4271,55.5,832,Dapodi,2,1
4760,59,4240,Dapodi,5,1
4831,59.75,910,Dapodi,2,1
4855,60,520,Dapodi,2,0
4883,60,850,Dapodi,2,0
4887,60,800,Dapodi,1,0
4921,60,454,Dapodi,2,1
5044,60,1250,Dapodi,2,1
5052,60,1124,Dapodi,3,1
5318,62.5,650,Dapodi,1,0
5601,65,800,Dapodi,2,0
5645,65,1050,Dapodi,2,0
5675,65,1200,Dapodi,3,0
5776,65,720,Dapodi,1,0
5799,65.12,334,Dapodi,1,0
5827,66,950,Dapodi,2,0
5947,67,1000,Dapodi,2,0
5949,67,1250,Dapodi,3,0
5981,67.38,650,Dapodi,1,0
6057,68,973,Dapodi,1,1
6180,69,927,Dapodi,2,0
122,18.5,640,Deccan Gymkhana,1,0
218,23,640,Deccan Gymkhana,1,1
498,29.45,530,Deccan Gymkhana,1,1
631,31.48,1417,Deccan Gymkhana,3,0
662,32,422,Deccan Gymkhana,1,0
678,32,509,Deccan Gymkhana,1,0
972,35,1530,Deccan Gymkhana,3,0
1089,36,1188,Deccan Gymkhana,2,1
1223,37.2,445,Deccan Gymkhana,1,0
1426,39,880,Deccan Gymkhana,1,1
1453,39,885,Deccan Gymkhana,2,0
1535,40,662,Deccan Gymkhana,2,1
1923,42,640,Deccan Gymkhana,1,1
1947,42,430,Deccan Gymkhana,1,0
2110,43.2,793,Deccan Gymkhana,2,1
2162,43.94,2800,Deccan Gymkhana,4,0
2245,44.1,650,Deccan Gymkhana,1,1
2339,45,695,Deccan Gymkhana,1,0
2417,45,780,Deccan Gymkhana,2,0
2514,45,2500,Deccan Gymkhana,5,0
2536,45.47,840,Deccan Gymkhana,2,0
2575,45.9,665,Deccan Gymkhana,1,1
2612,46,1193,Deccan Gymkhana,3,1
2648,46,715,Deccan Gymkhana,1,0
2774,47,900,Deccan Gymkhana,2,0
2796,47,725,Deccan Gymkhana,1,0
2993,48,1053,Deccan Gymkhana,2,0
3060,48.76,1050,Deccan Gymkhana,2,0
3234,50,1300,Deccan Gymkhana,2,0
3350,50,810,Deccan Gymkhana,2,1
3389,50,650,Deccan Gymkhana,1,0
3576,52,1150,Deccan Gymkhana,2,0
3626,52,1600,Deccan Gymkhana,3,0
3679,52.07,2110,Deccan Gymkhana,3,1
3899,54,2070,Deccan Gymkhana,3,1
4117,55,1665,Deccan Gymkhana,3,0
4177,55,650,Deccan Gymkhana,1,0
4272,55.5,650,Deccan Gymkhana,1,0
4274,55.55,640,Deccan Gymkhana,1,0
4286,55.9,1100,Deccan Gymkhana,2,0
4387,56,1100,Deccan Gymkhana,2,0
4421,56.15,1100,Deccan Gymkhana,2,1
4472,57,680,Deccan Gymkhana,1,0
4744,59,605,Deccan Gymkhana,1,0
4790,59,1165,Deccan Gymkhana,2,1
4811,59.1,1020,Deccan Gymkhana,2,0
4867,60,2200,Deccan Gymkhana,4,1
4874,60,686,Deccan Gymkhana,1,0
4884,60,696,Deccan Gymkhana,1,0
4966,60,910,Deccan Gymkhana,2,1
5100,60,580,Deccan Gymkhana,1,0
5203,62,590,Deccan Gymkhana,1,0
5236,62,1250,Deccan Gymkhana,3,0
5285,62,1290,Deccan Gymkhana,2,0
5511,65,1550,Deccan Gymkhana,3,0
5534,65,1300,Deccan Gymkhana,3,0
5538,65,740,Deccan Gymkhana,1,0
5552,65,1350,Deccan Gymkhana,3,1
5609,65,725,Deccan Gymkhana,1,1
5620,65,868,Deccan Gymkhana,2,0
5737,65,590,Deccan Gymkhana,1,1
5995,67.5,687,Deccan Gymkhana,1,0
5996,67.5,1026,Deccan Gymkhana,2,0
6262,70,1570,Deccan Gymkhana,3,1
6346,70,700,Deccan Gymkhana,1,1
145,19.9,550,Dehu Road,1,0
339,26,400,Dehu Road,1,0
491,29.25,1435,Dehu Road,3,1
593,30.47,1300,Dehu Road,3,0
644,31.86,850,Dehu Road,2,0
677,32,506,Dehu Road,1,0
734,32.72,1500,Dehu Road,3,0
888,34.65,525,Dehu Road,1,1
890,34.65,1131,Dehu Road,2,0
935,35,925,Dehu Road,3,0
948,35,1150,Dehu Road,2,0
989,35,957,Dehu Road,2,1
1099,36,1235,Dehu Road,2,0
1250,37.8,650,Dehu Road,1,0
1287,38,1065,Dehu Road,2,0
1289,38,610,Dehu Road,1,0
1343,38.12,1730,Dehu Road,3,0
1397,39,758,Dehu Road,1,0
1532,40,1900,Dehu Road,4,0
1596,40,600,Dehu Road,2,0
1785,41,995,Dehu Road,2,1
1812,41,960,Dehu Road,2,0
1853,42,1065,Dehu Road,2,1
1985,42.28,3800,Dehu Road,4,1
2068,43,1677,Dehu Road,3,0
2069,43,1530,Dehu Road,3,0
2136,43.59,1318,Dehu Road,3,1
2163,44,1500,Dehu Road,3,0
2427,45,872,Dehu Road,2,1
2672,46,1190,Dehu Road,2,0
2690,46,742,Dehu Road,2,0
2831,47,1174,Dehu Road,3,1
2844,47,1050,Dehu Road,2,0
3078,49,995,Dehu Road,2,1
3128,49,845,Dehu Road,2,1
3209,50,1500,Dehu Road,3,0
3395,50,625,Dehu Road,1,0
3408,50,650,Dehu Road,1,0
3580,52,558,Dehu Road,1,0
3787,53,1100,Dehu Road,2,1
3832,53.5,665,Dehu Road,1,0
4025,55,1055,Dehu Road,2,1
4047,55,656,Dehu Road,2,1
4095,55,2351,Dehu Road,3,1
4302,56,590,Dehu Road,1,0
4325,56,1085,Dehu Road,2,0
4477,57,910,Dehu Road,2,0
4500,57,785,Dehu Road,2,1
4557,57.46,324,Dehu Road,1,0
4691,58,1057,Dehu Road,2,1
4721,58.3,1043,Dehu Road,3,1
4901,60,1045,Dehu Road,2,0
4911,60,1050,Dehu Road,2,0
4942,60,1050,Dehu Road,2,0
5005,60,1100,Dehu Road,2,1
5018,60,970,Dehu Road,2,0
5065,60,1613,Dehu Road,4,1
5139,60.98,680,Dehu Road,2,0
5225,62,1600,Dehu Road,3,0
5454,64.08,776,Dehu Road,2,1
5484,64.5,2604,Dehu Road,4,0
5556,65,514,Dehu Road,2,1
5579,65,1084,Dehu Road,2,1
5599,65,1404,Dehu Road,3,1
5639,65,650,Dehu Road,1,0
5640,65,650,Dehu Road,1,0
5741,65,445,Dehu Road,1,1
5820,65.8,790,Dehu Road,2,0
6063,68,535,Dehu Road,2,1
60,15,655,Dhankawadi,1,0
161,20,580,Dhankawadi,1,0
230,23.45,1672,Dhankawadi,3,0
271,25,600,Dhankawadi,1,0
309,25.25,1735,Dhankawadi,3,0
452,28.32,1150,Dhankawadi,2,0
600,30.75,1050,Dhankawadi,2,0
726,32.6,1350,Dhankawadi,2,1
1006,35,958,Dhankawadi,2,0
1113,36,649,Dhankawadi,1,0
1199,37,620,Dhankawadi,1,0
1352,38.24,556,Dhankawadi,1,0
1559,40,800,Dhankawadi,1,0
1649,40,1475,Dhankawadi,3,0
1886,42,840,Dhankawadi,2,0
1948,42,500,Dhankawadi,1,0
1951,42,466,Dhankawadi,1,0
2018,42.69,1100,Dhankawadi,2,0
2333,45,1000,Dhankawadi,2,0
2385,45,500,Dhankawadi,1,1
2393,45,740,Dhankawadi,2,1
2507,45,585,Dhankawadi,1,0
2513,45,615,Dhankawadi,1,0
2524,45.12,750,Dhankawadi,1,1
2561,45.82,1350,Dhankawadi,2,1
2654,46,900,Dhankawadi,3,1
2865,47.39,1086,Dhankawadi,3,1
2916,48,720,Dhankawadi,1,0
2949,48,1050,Dhankawadi,2,0
2978,48,1142,Dhankawadi,3,1
3035,48.48,624,Dhankawadi,2,1
3037,48.5,1300,Dhankawadi,3,0
3050,48.6,1060,Dhankawadi,2,1
3120,49,1147,Dhankawadi,3,1
3387,50,1020,Dhankawadi,2,0
3479,51,510,Dhankawadi,1,0
3517,51.1,1137,Dhankawadi,3,1
3551,51.87,900,Dhankawadi,2,0
3684,52.17,1160,Dhankawadi,2,1
3788,53,1140,Dhankawadi,3,0
3926,54,650,Dhankawadi,1,0
4023,55,980,Dhankawadi,2,1
4152,55,450,Dhankawadi,1,0
4329,56,773,Dhankawadi,2,0
4404,56,650,Dhankawadi,1,0
4431,56.4,1105,Dhankawadi,3,1
4595,58,900,Dhankawadi,2,1
4613,58,870,Dhankawadi,2,1
4631,58,731,Dhankawadi,2,1
4853,60,1390,Dhankawadi,3,0
4914,60,1100,Dhankawadi,2,0
4973,60,630,Dhankawadi,1,1
5140,60.98,870,Dhankawadi,2,0
5194,61.75,1100,Dhankawadi,2,0
5212,62,425,Dhankawadi,1,0
5213,62,1170,Dhankawadi,3,0
5221,62,540,Dhankawadi,1,0
5222,62,490,Dhankawadi,1,0
5330,62.78,1021,Dhankawadi,2,1
5555,65,865,Dhankawadi,2,1
5567,65,799,Dhankawadi,3,1
5578,65,1084,Dhankawadi,2,1
5674,65,1000,Dhankawadi,2,0
5676,65,1200,Dhankawadi,3,0
5693,65,585,Dhankawadi,1,0
5708,65,525,Dhankawadi,1,1
5720,65,585,Dhankawadi,1,0
5730,65,585,Dhankawadi,1,0
5751,65,585,Dhankawadi,1,0
5771,65,893,Dhankawadi,2,0
5851,66,1055,Dhankawadi,2,0
6227,69.46,721,Dhankawadi,2,0
32,13.86,1380,Dhayari Phata,2,0
58,15,680,Dhayari Phata,1,0
166,20,1098,Dhayari Phata,2,0
304,25,1165,Dhayari Phata,2,0
613,31,1250,Dhayari Phata,2,0
633,31.49,770,Dhayari Phata,1,0
641,31.75,1250,Dhayari Phata,3,0
838,34,560,Dhayari Phata,1,0
849,34,1075,Dhayari Phata,2,0
987,35,1005,Dhayari Phata,2,1
1009,35,1015,Dhayari Phata,2,1
1049,35.28,1667,Dhayari Phata,3,0
1272,38,1556,Dhayari Phata,3,1
1418,39,585,Dhayari Phata,1,1
1439,39,1505,Dhayari Phata,3,0
1613,40,340,Dhayari Phata,1,0
1694,40.17,670,Dhayari Phata,1,0
1892,42,600,Dhayari Phata,1,0
2077,43,735,Dhayari Phata,1,0
2300,45,1500,Dhayari Phata,3,0
2495,45,780,Dhayari Phata,2,0
2674,46,830,Dhayari Phata,2,0
2792,47,980,Dhayari Phata,2,0
2837,47,680,Dhayari Phata,2,1
2840,47,704,Dhayari Phata,2,1
2907,48,693,Dhayari Phata,1,1
3069,48.95,620,Dhayari Phata,1,1
3118,49,1815,Dhayari Phata,4,1
3126,49,667,Dhayari Phata,2,1
3271,50,1185,Dhayari Phata,3,0
3327,50,605,Dhayari Phata,1,0
3383,50,600,Dhayari Phata,2,0
3416,50,700,Dhayari Phata,2,1
3437,50.19,1500,Dhayari Phata,3,0
3675,52,1502,Dhayari Phata,3,0
3725,52.71,589,Dhayari Phata,1,0
3946,54.5,890,Dhayari Phata,2,0
3974,55,698,Dhayari Phata,2,1
4133,55,703,Dhayari Phata,2,1
4193,55,720,Dhayari Phata,1,0
4201,55,1600,Dhayari Phata,2,0
4385,56,597,Dhayari Phata,2,1
4455,56.81,610,Dhayari Phata,1,0
4552,57.23,561,Dhayari Phata,1,0
4758,59,1013,Dhayari Phata,2,1
4833,59.76,910,Dhayari Phata,1,1
4857,60,560,Dhayari Phata,1,0
5008,60,670,Dhayari Phata,1,1
5219,62,990,Dhayari Phata,2,0
5273,62,1075,Dhayari Phata,2,1
5306,62.15,1525,Dhayari Phata,2,1
5312,62.38,1200,Dhayari Phata,2,0
5351,63,640,Dhayari Phata,1,0
5448,64,1050,Dhayari Phata,2,0
5530,65,947,Dhayari Phata,2,0
5781,65,595,Dhayari Phata,1,0
5782,65,575,Dhayari Phata,1,0
5987,67.4,600,Dhayari Phata,1,0
6173,69,1057,Dhayari Phata,2,1
6286,70,380,Dhayari Phata,1,0
319,25.5,1020,Dhole Patil Road,2,0
495,29.44,675,Dhole Patil Road,1,1
528,30,676,Dhole Patil Road,1,1
594,30.47,600,Dhole Patil Road,1,0
656,32,1157,Dhole Patil Road,2,0
816,33.6,640,Dhole Patil Road,1,0
851,34,600,Dhole Patil Road,1,0
929,35,1309,Dhole Patil Road,3,1
1191,37,550,Dhole Patil Road,1,0
1204,37,1165,Dhole Patil Road,2,0
1327,38,750,Dhole Patil Road,1,1
1545,40,1342,Dhole Patil Road,2,1
1580,40,400,Dhole Patil Road,1,1
1595,40,800,Dhole Patil Road,2,0
1651,40,1500,Dhole Patil Road,3,0
1696,40.21,725,Dhole Patil Road,1,0
1868,42,630,Dhole Patil Road,1,0
1922,42,3300,Dhole Patil Road,4,1
2003,42.5,1000,Dhole Patil Road,2,0
2071,43,1075,Dhole Patil Road,2,0
2102,43.08,840,Dhole Patil Road,2,1
2132,43.55,900,Dhole Patil Road,2,0
2240,44,1100,Dhole Patil Road,2,0
2261,44.5,500,Dhole Patil Road,1,0
2288,45,1000,Dhole Patil Road,2,0
2290,45,950,Dhole Patil Road,2,0
2519,45,220,Dhole Patil Road,1,1
2544,45.5,2905,Dhole Patil Road,5,0
2805,47,700,Dhole Patil Road,1,0
2846,47,550,Dhole Patil Road,1,0
3079,49,665,Dhole Patil Road,1,1
3138,49.27,732,Dhole Patil Road,2,1
3174,49.75,815,Dhole Patil Road,2,0
3303,50,1654,Dhole Patil Road,3,0
3324,50,620,Dhole Patil Road,1,0
3344,50,1525,Dhole Patil Road,3,0
3417,50,585,Dhole Patil Road,1,0
3491,51,711,Dhole Patil Road,2,1
3860,53.8,560,Dhole Patil Road,1,0
3862,53.9,1250,Dhole Patil Road,2,1
3929,54.1,580,Dhole Patil Road,1,0
4175,55,480,Dhole Patil Road,1,1
4176,55,500,Dhole Patil Road,1,0
4299,56,415,Dhole Patil Road,1,1
4386,56,225,Dhole Patil Road,1,0
4453,56.8,1020,Dhole Patil Road,2,0
4488,57,1400,Dhole Patil Road,2,0
4672,58,590,Dhole Patil Road,1,0
4859,60,396,Dhole Patil Road,1,1
5009,60,310,Dhole Patil Road,1,0
5104,60,1500,Dhole Patil Road,3,1
5136,60.91,1045,Dhole Patil Road,2,0
5215,62,1260,Dhole Patil Road,2,0
5218,62,690,Dhole Patil Road,1,0
